            raise Exception(string)
 
    def _get_cred_from_conf(self):
 
        if 'conn' in self.config:
            self.config = self.config['conn']
 
        host = self.config['host']
        if host.endswith('/'):
            host = host[:-1]
 
        port = self.config['port']
        cert = self.config.get('cert')
        token = self.config.get('token')
 
        grafana_api = ''
        if 'source' in self.config and self.config['source'] == 'grafana':
            grafana_api = f""/api/datasources/proxy/{self.config['grafana_datasource_id']}""
 
        url = f""{host}:{port}{grafana_api}/api/v1/query_range""
        test_connect_url = f""{host}:{port}{grafana_api}/api/v1/query?query=up""
 
        cert = DbBase._get_cert_files(self.system_name, cert)
 
        tmp_dict = {'url': url, 'cert': cert, 'token': token, 'test_connect_url': test_connect_url}
 
        self.credentials = tmp_dict
 
    @staticmethod
    def execute_custom_query(settings: Settings,
                             connection=None,
                             params=None,
                             json=None,
                             data=None,
                             url=None,
                             host=None,
                             port=None,
                             username=None,
                             password=None,
                             headers=None,
                             cert=None,
                             grafana_datasource_id=None,
                             method='get',
                             verify=False,
                             return_df=False,
                             return_raw=False) -> DataFrame or dict or None:
 
        self_connection = False
        if connection is None:
            connection = Session()
            self_connection = True
 
        if cert:
            cert = DbBase._get_cert_files(settings.system_name, cert)
            connection.cert = cert
 
        if headers:
            connection.headers.update(headers)
 
        if url is None:
            if host is not None:
                port = f':{port}' if port is not None else ''
            else:
                string = f'\033[3;31m Ошибка url\033[0m{linesep}'
                error(string)
                return
 
            grafana_api = ''
            if grafana_datasource_id is not None:
                grafana_api = f""/api/datasources/proxy/{grafana_datasource_id}""
 
            url = f""http://{host}{port}{grafana_api}/api/v1/query_range""
 
        kwargs = {}
        kwargs.update({'params': params, 'json': json, 'data': data, 'verify': verify})
 
        try:
            if method.lower() == 'get':
 
                if isinstance(kwargs['params'], dict) and 'start' in kwargs['params'] and 'end' in kwargs['params']:
                    if (kwargs['params']['end'] - kwargs['params']['start']) / kwargs['params']['step'] > \
                            DbBase.PROMETHEUS_MAX_NUM_OF_VALUES:
 
                        n = floor(
                            ((kwargs['params']['end'] - kwargs['params']['start']) / kwargs['params']['step']) /
                            DbBase.PROMETHEUS_MAX_NUM_OF_VALUES)
                        tmp_params = kwargs['params'].copy()
                        tmp_params['end'] = tmp_params['start'] + \
                                            DbBase.PROMETHEUS_MAX_NUM_OF_VALUES*kwargs['params']['step']
                        result = DataFrame() if return_df else {}
                        for i in range(n):
                            tmp_result = PrometheusDatabaseInterface.execute_custom_query(settings, connection,
                                                                                          tmp_params, json, data, url,
                                                                                          host, port, username,
                                                                                          password, headers, cert,
                                                                                          grafana_datasource_id, method,
                                                                                          verify, return_df, return_raw)
                            if tmp_result:
                                result = PrometheusDatabaseInterface._get_result(result, tmp_result)
 
                            tmp_params['start'] = tmp_params['end'] + 1
                            tmp_params['end'] = tmp_params['end'] + \
                                                DbBase.PROMETHEUS_MAX_NUM_OF_VALUES*kwargs['params']['step']
 
                        if tmp_params['end'] > kwargs['params']['end']:
                            tmp_params['end'] = kwargs['params']['end']
 
                        tmp_result = PrometheusDatabaseInterface.execute_custom_query(settings, connection, tmp_params,
                                                                                      json, data, url, host, port,
                                                                                      username, password, headers, cert,
                                                                                      grafana_datasource_id, method,
                                                                                      verify, return_df, return_raw)
                        if tmp_result:
                            result = PrometheusDatabaseInterface._get_result(result, tmp_result)
 
                        return result
 
                response = connection.get(url, **kwargs)
            elif method.lower() == 'post':
                response = connection.post(url, **kwargs)
            else:
                string = f""\033[3;31m Указан неправильный метод\033[0m {linesep}""
                error(string)
                if self_connection:
                    connection.close()
                return
 
            if return_raw:
                response_set = response.json()
            else:
                response_set = loads(response.text)[""data""][""result""]
        except Exception as err:
            string = f""\033[3;31m Ошибка получения ответа от Prometheus\033[0m {linesep + str(err)}""
            error(string)
            if self_connection:
                connection.close()
            return
 
        if self_connection:
            connection.close()
 
        if return_df:
            return PrometheusDatabaseInterface._get_df_from_response(response_set)
        else:
            return response_set
 
    def get_raw_data(self,
                     query: dict or str,
                     return_df: bool = False) -> dict or DataFrame or None:
 
        if not query:
            return
 
        try:
            if isinstance(query, dict) and 'start' in query and 'end' in query:
 
                if isinstance(query['query'], list):
                    return self._get_diff_in_values(query, return_df)
 
                if (query['end'] - query['start'])/query['step'] > self.PROMETHEUS_MAX_NUM_OF_VALUES:
                    return self._get_large_set_of_values(query, return_df)
 
            response = self.connection.get(self.credentials['url'], params=query, verify=False)
        except Exception as err:
            string = f""\033[3;31m Ошибка получения ответа от Prometheus\033[0m {linesep + str(err)}""
            error(string)
            return
 
        try:
            response_dict = loads(response.text)[""data""][""result""]
        except Exception as err:
            string = f""\033[3;31m Ошибка данных Prometheus\033[0m {linesep + str(err) + linesep + response.text}""
            error(string)
            return
 
        if response_dict is None or len(response_dict) == 0:
            string = f""\033[3;31m Запрос в Prometheus вернул NULL. Запрос:\033[0m "" \
                     f""{linesep + dumps(query, ensure_ascii=False, sort_keys=False, indent=4)}""
            warning(string)
            return
 
        if return_df:
            return PrometheusDatabaseInterface._get_df_from_response(response_dict)
        else:
            return response_dict
 
    def _get_diff_in_values(self,
                            query: dict,
                            return_df: bool) -> dict or DataFrame:
 
        '''
 
        @param query:
        @param return_df:
        @return:
        '''
 
        self.credentials['url'] = self.credentials['url'].replace('query_range', 'query')
        for q in query['query']:
            start_val = self.get_raw_data({'query': q, 'time': query['start']}, return_df)
            end_val = self.get_raw_data({'query': q, 'time': query['end']}, return_df)
 
            assert isinstance(start_val, dict), 'Доработать блок с типом переменной DataFrame'
 
            if len(start_val) == len(end_val):
                for i in range(len(start_val)):
                    if start_val[i]['value'] and end_val[i]['value']:
                        value = int(end_val[i]['value'][1]) - int(start_val[i]['value'][1])
                        end_val[i]['values'] = [[end_val[i]['value'][0], value]]
                        del end_val[i]['value']
                    else:
                        continue
                self.credentials['url'] = self.credentials['url'].replace('query', 'query_range')
                return end_val
 
        raise Exception
 
    def _get_large_set_of_values(self,
                                 query: dict,
                                 return_df: bool) -> dict or DataFrame:
        n = floor(((query['end'] - query['start']) / query['step']) / self.PROMETHEUS_MAX_NUM_OF_VALUES)
 
        tmp_params = query.copy()
        tmp_params['end'] = tmp_params['start'] + self.PROMETHEUS_MAX_NUM_OF_VALUES * query['step']
 
        result = DataFrame() if return_df else {}
        for i in range(n):
            tmp_result = self.get_raw_data(tmp_params, return_df)
            if tmp_result:
                result = self._get_result(result, tmp_result)
 
            tmp_params['start'] = tmp_params['end'] + 1
            tmp_params['end'] = tmp_params['end'] + self.PROMETHEUS_MAX_NUM_OF_VALUES * query['step']
 
        if tmp_params['end'] > query['end']:
            tmp_params['end'] = query['end']
 
        tmp_result = self.get_raw_data(tmp_params, return_df)
        if tmp_result:
            result = self._get_result(result, tmp_result)
 
        return result
 
    @staticmethod
    def _get_result(result: dict or list or DataFrame,
                    tmp_result: dict or DataFrame) -> dict or list or DataFrame:
 
        '''
 
        @param result:
        @param tmp_results:
        @return:
        '''
 
        if result and isinstance(result, dict):
            result['values'].extend(tmp_result['values'])
 
        elif result and isinstance(result, list):
            for i in range(len(result)):
                result[i]['values'].extend(tmp_result[i]['values'])
 
        elif isinstance(result, DataFrame) and not result.empty:
            result = result.append(tmp_result, ignore_index=True)
 
        else:
            result = tmp_result
 
        return result
 
    @staticmethod
    def _get_df_from_response(response_set):
        df = DataFrame()
        tmp_dict = {}
        if len(response_set) == 1:
            tmp_dict['metric'] = response_set[0]['metric']['label']
            for time, value in response_set[0]['values']:
                tmp_dict['time'] = time
                tmp_dict['value'] = value
                df = df.append(tmp_dict, ignore_index=True)
 
        return df
 
    def disconnect(self):
        self.connection.close()
        self._unlink_cert_files(self.credentials['cert'])
 
 
class PostgresDatabaseInterface(DbBase):
 
    def connect(self,
                config: dict):
 
        self.config = config
        self._get_cred_from_conf()
 
        user = self.credentials['user']
        password = self.credentials['password']
        host = self.credentials['host']
        if host.endswith('/'):
            host = host[:-1]
        port = self.credentials['port']
        db = self.credentials['db']
 
        try:
            self.connection = postgres_connect(user=user, password=password, host=host, port=port, dbname=db)
            self.connection.set_client_encoding('UTF-8')
 
        except Exception as err:
            string = f""\033[3;31m Ошибка подключения к Postgres\033[0m {linesep + str(err)}""
            error(string)
            return False
 
    def _get_cred_from_conf(self):
 
        if 'conn' in self.config:
            self.config = self.config['conn']
 
        user = self.config[""user""]
        password = self.config[""password""]
        dsn = self.config['dsn']
 
        conn_dict = {'user': user, 'password': password}
 
        if 'http' not in dsn:
            dsn = 'https://' + dsn
 
        dsn = urlparse(dsn)
 
        conn_dict['host'] = dsn.hostname
        conn_dict['port'] = dsn.port
        conn_dict['db'] = dsn.path[1:]
 
        self.credentials = conn_dict
 
    @staticmethod
    def execute_custom_query(settings: Settings,
                             query: dict or str,
                             host=None,
                             port=None,
                             username=None,
                             password=None,
                             db_name=None,
                             headers=None,
                             cert=None,
                             return_df=False):
 
        try:
            connection = postgres_connect(user=username, password=password, host=host, port=port, dbname=db_name)
            connection.set_client_encoding('UTF-8')
        except Exception as err:
            string = f""\033[3;31m Ошибка подключения к Postgres\033[0m {linesep + str(err)}""
            error(string)
            return False
 
        try:
            if return_df:
                df = sqlio.read_sql_query(query, connection)
                connection.close()
                return df
            else:
                result_set = None
                with connection.cursor() as cur:
                    cur.execute(query)
                    if cur.description is None:
                        connection.commit()
                    else:
                        result_set = cur.fetchall()
                    connection.commit()
                connection.close()
                return result_set
 
        except Exception as err:
            string = f""\033[3;31m Ошибка выполнения sql-запроса Postgres\033[0m {linesep + str(err)}""
            error(string)
            connection.close()
            return
 
    def get_raw_data(self,
                     query: str,
                     return_df=False) -> DataFrame or None:
        if not query:
            return
 
        try:
            if return_df:
                df = sqlio.read_sql_query(query, self.connection)
                return df
            else:
                result_set = None
                with self.connection.cursor() as cur:
                    cur.execute(query)
                    if cur.description is None:
                        self.connection.commit()
                    else:
                        result_set = cur.fetchall()
                    self.connection.commit()
                self.connection.close()
                return result_set
 
        except Exception as err:
            string = f""\033[3;31m Ошибка выполнения sql-запроса Postgres\033[0m {linesep + str(err)}""
            error(string)
            return
 
    def disconnect(self):
        self.connection.close()
 
 
class OracleDatabaseInterface(DbBase):
 
    def connect(self,
                config: dict):
 
        self.config = config
        self._get_cred_from_conf()
 
        user = self.credentials['user']
        password = self.credentials['password']
        host = self.credentials['host']
        if host.endswith('/'):
            host = host[:-1]
        port = self.credentials['port']
        db = self.credentials['db']
 
        try:
            dsn = makedsn(host=host, port=port, service_name=db)
            self.connection = oracle_connect(user=user, password=password, dsn=dsn, encoding='UTF-8')
 
        except Exception as err:
            string = f""\033[3;31m Ошибка подключения к Oracle\033[0m {linesep + str(err)}""
            error(string)
            return False
 
    def _get_cred_from_conf(self):
 
        if 'conn' in self.config:
            self.config = self.config['conn']
 
        user = self.config[""user""]
        password = self.config[""password""]
        dsn = self.config['dsn']
 
        conn_dict = {'user': user, 'password': password}
 
        if 'http' not in dsn:
            dsn = 'https://' + dsn
 
        dsn = urlparse(dsn)
 
        conn_dict['host'] = dsn.hostname
        conn_dict['port'] = dsn.port
        conn_dict['db'] = dsn.path[1:]
 
        self.credentials = conn_dict
 
    @staticmethod
    def execute_custom_query(settings: Settings,
                             query: dict or str,
                             host=None,
                             port=None,
                             username=None,
                             password=None,
                             db_name=None,
                             headers=None,
                             cert=None,
                             return_df=False):
 
        try:
            dsn = makedsn(host=host, port=port, service_name=db_name)
            connection = oracle_connect(user=username, password=password, dsn=dsn, encoding='UTF-8')
        except Exception as err:
            string = f""\033[3;31m Ошибка подключения к Postgres\033[0m {linesep + str(err)}""
            error(string)
            return False
 
        try:
            if return_df:
                df = sqlio.read_sql_query(query, connection)
                connection.close()
                return df
            else:
                result_set = None
                with connection.cursor() as cur:
                    cur.execute(query)
                    if cur.description is None:
                        connection.commit()
                    else:
                        result_set = cur.fetchall()
                    connection.commit()
                connection.close()
                return result_set
 
        except Exception as err:
            string = f""\033[3;31m Ошибка выполнения sql-запроса Oracle\033[0m {linesep + str(err)}""
            error(string)
            connection.close()
            return
 
    def get_raw_data(self,
                     query: str,
                     return_df=False) -> DataFrame or None:
        if not query:
            return
 
        try:
            if return_df:
                df = sqlio.read_sql_query(query, self.connection)
                return df
            else:
                result_set = None
                with self.connection.cursor() as cur:
                    cur.execute(query)
                    if cur.description is None:
                        self.connection.commit()
                    else:
                        result_set = cur.fetchall()
                    self.connection.commit()
                self.connection.close()
                return result_set
 
        except Exception as err:
            string = f""\033[3;31m Ошибка выполнения sql-запроса Oracle\033[0m {linesep + str(err)}""
            error(string)
            return
 
    def disconnect(self):
        self.connection.close()
 
 
class MsSqlDatabaseInterface(DbBase):
 
    def connect(self,
                config: dict):
 
        self.config = config
        self._get_cred_from_conf()
 
        user = self.credentials['user']
        password = self.credentials['password']
        host = self.credentials['host']
        if host.endswith('/'):
            host = host[:-1]
        port = self.credentials['port']
        db = self.credentials['db']
 
        try:
            self.connection = mssql_connect(server=host, port=port, user=user, password=password, database=db)
 
        except Exception as err:
            string = f""\033[3;31m Ошибка подключения к MS SQL\033[0m {linesep + str(err)}""
            error(string)
            return False
 
    def _get_cred_from_conf(self):
 
        if 'conn' in self.config:
            self.config = self.config['conn']
 
        user = self.config[""user""]
        password = self.config[""password""]
        host = self.config['host']
        if host.endswith('/'):
            host = host[:-1]
        port = self.config.get('port', '1433')
        db = self.config['db']
 
        conn_dict = {'user': user, 'password': password, 'host': host, 'port': port, 'db': db}
 
        self.credentials = conn_dict
 
    @staticmethod
    def execute_custom_query(settings: Settings,
                             query: dict or str,
                             host=None,
                             port=None,
                             username=None,
                             password=None,
                             db_name=None,
                             headers=None,
                             cert=None,
                             return_df=False):
 
        try:
            connection = mssql_connect(server=host, port=port, user=username, password=password, database=db_name)
        except Exception as err:
            string = f""\033[3;31m Ошибка подключения к MS SQL\033[0m {linesep + str(err)}""
            error(string)
            return False
 
        try:
            if return_df:
                df = sqlio.read_sql_query(query, connection)
                connection.close()
                return df
            else:
                result_set = None
                with connection.cursor() as cur:
                    cur.execute(query)
                    if cur.description is None:
                        connection.commit()
                    else:
                        result_set = cur.fetchall()
                    connection.commit()
                connection.close()
                return result_set
 
        except Exception as err:
            string = f""\033[3;31m Ошибка выполнения sql-запроса MS SQL\033[0m {linesep + str(err)}""
            error(string)
            connection.close()
            return
 
    def get_raw_data(self,
                     query: dict or str,
                     return_df=False) -> DataFrame or None:
 
        if not query:
            return
 
        try:
            if return_df:
                df = sqlio.read_sql_query(query, self.connection)
                return df
            else:
                result_set = None
                with self.connection.cursor() as cur:
                    cur.execute(query)
                    if cur.description is None:
                        self.connection.commit()
                    else:
                        result_set = cur.fetchall()
                    self.connection.commit()
                self.connection.close()
                return result_set
        except Exception as err:
            string = f""\033[3;31m Ошибка выполнения sql-запроса MS SQL\033[0m {linesep + str(err)}""
            error(string)
            return
 
    def disconnect(self):
        self.connection.close()
 
 
class DatabaseInterfaceFactory:
 
    @staticmethod
    def create_database_interface(settings: dict or object,
                                  config: dict = None):
 
        if isinstance(settings, dict):
            db_type = settings['pc_influx_conf']['type'].split('_')[-1]
            system_name = settings['system_name']
 
            if config is None:
                config = settings['pc_influx_conf']
        else:
            db_type = settings.pc_influx_conf['type'].split('_')[-1]
            system_name = settings.system_name
 
            if config is None:
                config = settings.pc_influx_conf
 
        if db_type.lower() == 'influx':
            return InfluxDatabaseInterface(system_name, config)
 
        elif db_type.lower() == 'prometheus':
            return PrometheusDatabaseInterface(system_name, config)
 
        elif db_type.lower() == 'postgres':
            return PostgresDatabaseInterface(system_name, config)
 
        elif db_type.lower() == 'oracle':
            return OracleDatabaseInterface(system_name, config)
 
        elif db_type.lower() == 'mssql':
            return MsSqlDatabaseInterface(system_name, config)
 
        else:
            string = f'\033[3;31m Указанная база данных не поддерживается: \033[0m{db_type + linesep}'
            error(string)
            exit(1)"
zy7JMCgS,account_activated,filipr27,JavaScript,Tuesday 25th of July 2023 08:24:37 AM CDT,"dataLayer.push({
  event: ""HaloOglasi"",
  eventCategory: ""user_interaction"",
  eventLabel: ""business"",
  eventAction: ""account_activated"",
  business_type: ""b2c""  // b2b or b2c
})"
0nxki5TQ,ad_content_added,filipr27,JavaScript,Tuesday 25th of July 2023 08:22:03 AM CDT,"dataLayer.push({
  event: ""HaloOglasi"",
  eventCategory: ""user_interaction"",
  eventLabel: ""business"",
  eventAction: ""ad_content_added"",
  ad_category: ""knjige""  // knjige, nekretnine, etc.
})"
wm1PFCY7,ad_category_seleceted,filipr27,JavaScript,Tuesday 25th of July 2023 08:20:10 AM CDT,"dataLayer.push({
  event: ""HaloOglasi"",
  eventCategory: ""user_interaction"",
  eventLabel: ""business"",
  eventAction: ""ad_category_seleceted"",
  ad_category: ""knjige""  // knjige, nekretnine, etc.
})"
wxq96ST1,resend_callback,konekred,Ruby,Tuesday 25th of July 2023 08:19:42 AM CDT,"def transactions_royalcc
  sql_filter = <<-END_OF_TEXT
    client_id = :client_id AND
    (
      callback_status_code != 200 OR
      callback_status_code IS NULL
    )
  END_OF_TEXT
 
  Transaction.where(sql_filter, client_id: 7)
end

def transactions_20bet
  sql_filter = <<-END_OF_TEXT
    client_id = :client_id AND
    (
      callback_status_code != 200 OR
      callback_status_code IS NULL
    ) AND status != 0
  END_OF_TEXT
 
  Transaction.where(sql_filter, client_id: 4)
end

def resend_callback(transactions = [])
  affected_rows = 0
 
  Rails.logger.info(""processing #{transactions.count} transaction"")
  Rails.logger.info(""--------------------------------------------"")
 
  transactions.each do |transaction|
    Rails.logger.info(""transaction: #{transaction.id} -- resending callback data"")

    Interactors::Transaction::SendCallbackData.call(id: transaction.id)

    Rails.logger.info(""transaction: #{transaction.id} -- sending status #{transaction.status}"")
    Rails.logger.info(""--------------------------------------------"")

    affected_rows += 1
  end
  
  Rails.logger.info(""affected transaction: #{affected_rows}"")
end

while true
  resend_callback(transactions_royalcc + transactions_20bet)
  sleep 60
end"
86S7y3US,Twitter Bird Logo,urosevic,CSS,Tuesday 25th of July 2023 08:16:42 AM CDT,"h1[role=""heading""] > a[href=""/home""] > div:after {
  content: """";
  font-size: 34px;
  color: rgb(255, 212, 0); /* CHange to your accent colour */
}
h1[role=""heading""] > a[href=""/home""] > div * {
  display: none;
}"
n2cRuVEC,Untitled,wclovers,PHP,Tuesday 25th of July 2023 08:06:16 AM CDT,"add_filter( 'wcfm_is_allow_badges_with_store_name', '__return_true' );"
JtqnQ1Hc,Untitled,webbersof,Python,Tuesday 25th of July 2023 08:06:09 AM CDT,"days_for_stay = int(input())
type_of_room = input()
rating = input()
costs = 0
days_for_stay -= 1

if days_for_stay < 10:
    if type_of_room == 'room for one person':
        costs = 18 * days_for_stay
    elif type_of_room == 'apartment':
        costs = 25 * days_for_stay
        costs -= costs * 0.30
    elif type_of_room == 'president apartment':
        costs = 35 * days_for_stay
        costs -= costs * 0.10

elif 10 <= days_for_stay <= 15:
    if type_of_room == 'room for one person':
        costs = 18 * days_for_stay
    elif type_of_room == 'apartment':
        costs = 25 * days_for_stay
        costs -= costs * 0.35
    elif type_of_room == 'president apartment':
        costs = 35 * days_for_stay
        costs -= costs * 0.15

elif days_for_stay > 15:
    if type_of_room == 'room for one person':
        costs = 18 * days_for_stay
    elif type_of_room == 'apartment':
        costs = 25 * days_for_stay
        costs -= costs * 0.50
    elif type_of_room == 'president apartment':
        costs = 35 * days_for_stay
        costs -= costs * 0.20


if rating == 'positive':
    costs += costs * 0.25
else:
    costs -= costs * 0.10

print(f'{costs:.2f}')"
8GcgnkE2,Move WooCommerce category description to bottom,fahimmurshed,PHP,Tuesday 25th of July 2023 07:52:56 AM CDT,"/**
 * Move WooCommerce category description to bottom
 */
function move_woocommerce_category_description() {
    remove_action('woocommerce_archive_description', 'woocommerce_taxonomy_archive_description', 10);
    add_action('woocommerce_after_shop_loop', 'woocommerce_taxonomy_archive_description', 10);
}
add_action('init', 'move_woocommerce_category_description');"
fAbHzU5t,Code QC SWEP,Lumioxe,Lua,Tuesday 25th of July 2023 07:41:09 AM CDT,"$modelname """"

$bodygroup """"
{
	studio """"
}
$surfaceprop ""default""

$contents ""solid""

$illumposition 0 0 0

$cdmaterials """"

$cbox 0 0 0 0 0 0

$bbox -1.085 -0.316 -7.44 6.035 8.21 1.938

$bonemerge ""ValveBiped.Bip01_Spine4""
$bonemerge ""ValveBiped.Bip01_L_Clavicle""
$bonemerge ""ValveBiped.Bip01_L_UpperArm""
$bonemerge ""ValveBiped.Bip01_L_Forearm""
$bonemerge ""ValveBiped.Bip01_L_Hand""
$bonemerge ""ValveBiped.Bip01_L_Finger4""
$bonemerge ""ValveBiped.Bip01_L_Finger41""
$bonemerge ""ValveBiped.Bip01_L_Finger42""
$bonemerge ""ValveBiped.Bip01_L_Finger3""
$bonemerge ""ValveBiped.Bip01_L_Finger31""
$bonemerge ""ValveBiped.Bip01_L_Finger32""
$bonemerge ""ValveBiped.Bip01_L_Finger2""
$bonemerge ""ValveBiped.Bip01_L_Finger21""
$bonemerge ""ValveBiped.Bip01_L_Finger22""
$bonemerge ""ValveBiped.Bip01_L_Finger1""
$bonemerge ""ValveBiped.Bip01_L_Finger11""
$bonemerge ""ValveBiped.Bip01_L_Finger12""
$bonemerge ""ValveBiped.Bip01_L_Finger0""
$bonemerge ""ValveBiped.Bip01_L_Finger01""
$bonemerge ""ValveBiped.Bip01_L_Finger02""
$bonemerge ""ValveBiped.Bip01_R_Clavicle""
$bonemerge ""ValveBiped.Bip01_R_UpperArm""
$bonemerge ""ValveBiped.Bip01_R_Forearm""
$bonemerge ""ValveBiped.Bip01_R_Hand""
$bonemerge ""ValveBiped.Bip01_R_Finger4""
$bonemerge ""ValveBiped.Bip01_R_Finger41""
$bonemerge ""ValveBiped.Bip01_R_Finger42""
$bonemerge ""ValveBiped.Bip01_R_Finger3""
$bonemerge ""ValveBiped.Bip01_R_Finger31""
$bonemerge ""ValveBiped.Bip01_R_Finger32""
$bonemerge ""ValveBiped.Bip01_R_Finger2""
$bonemerge ""ValveBiped.Bip01_R_Finger21""
$bonemerge ""ValveBiped.Bip01_R_Finger22""
$bonemerge ""ValveBiped.Bip01_R_Finger1""
$bonemerge ""ValveBiped.Bip01_R_Finger11""
$bonemerge ""ValveBiped.Bip01_R_Finger12""
$bonemerge ""ValveBiped.Bip01_R_Finger0""
$bonemerge ""ValveBiped.Bip01_R_Finger01""
$bonemerge ""ValveBiped.Bip01_R_Finger02""

$sequence ""idle"" {
	""anims/idle.smd""
	fadein 0.2
	fadeout 0.2
    loop
}
"
L4Hue1mq,Untitled,friedkiwi,Python,Tuesday 25th of July 2023 07:30:32 AM CDT,"def crtdspf(srcfile, tgtlib, tgtfile):    
    tmp_id = random.randint(100000,999999)
    crtlib(""BLD%d"" % (tmp_id))
    subprocess.call([""system"", ""crtsrcpf"", ""FILE(BLD%d/BLD%d)"" % (tmp_id, tmp_id), ""RCDLEN(132)"" ])
    subprocess.call([""system"", ""cpyfrmstmf"", ""FROMSTMF('%s')"" % (sanitize_path(srcfile)), ""TOMBR('/QSYS.LIB/BLD%d.LIB/BLD%d.FILE/BUILD.MBR')"" % (tmp_id, tmp_id), ""MBROPT(*ADD)""])
    subprocess.call([""system"", ""crtdspf"", ""FILE(%s/%s)"" % (tgtlib, tgtfile), ""SRCFILE(BLD%d/BLD%d)"" % (tmp_id, tmp_id), ""SRCMBR(BUILD)""])
    subprocess.call([""system"", ""dsplib"", ""BLD%d"" % (tmp_id)])
    dltlib(""BLD%d"" % (tmp_id))"
9V5f0Z3X,Untitled,Ronov9,TypeScript,Tuesday 25th of July 2023 07:29:41 AM CDT,"/**
  You're given a list of arbitrary jobs that need to be completed
  
  these jobs are represented by distinct integers. You're also given a list of dependencies.
  
  A dependency is represented as a pair of jobs where the first job is a prerequisite of the second one.
  In other words, the second job depends on the first one - it can only be completed once the first job is completed.
  ---------------------------------
  Sample Input:
  jobs = [1,2,3,4]
  deps = [[1,2], [1,3], [3,2], [4,2], [4,3]]
 */

/**
 * 2: [1,3,4]
 */
type Dependancy = [number, number];
export function topologicalSort(jobs: number[], deps: Dependancy[]) {
  const graph: Record<number, number[]> = {};
  for (const [first, second] of deps) {
    if (!graph[second]) {
      graph[second] = [];
    }
    graph[second].push(first);
  }

  const added: Record<number, boolean> = {};
  const jobOrder: number[] = [];
  const processed: Record<number, boolean> = {};

  for (const job of jobs) {
    dfs(job, added, jobOrder, graph, processed);
  }

  return jobOrder;
}

function dfs(
  job: number,
  added: Record<number, boolean>,
  jobOrder: number[],
  graph: Record<number, number[]>,
  processed: Record<number, boolean>
): void {
  if (processed[job]) throw new Error(""There is a cycle"");
  if (added[job]) return;

  processed[job] = true;
  const deps = graph[job] ?? [];
  for (const d of deps) {
    dfs(d, added, jobOrder, graph, processed);
  }

  jobOrder.push(job);
  added[job] = true;
  processed[job] = false;
}
"
DVgU2rft,Untitled,Ronov9,TypeScript,Tuesday 25th of July 2023 07:27:39 AM CDT,"/*
  You're given a two-dimensional array (a matrix) of potentially unequal height
  and width containing only 0s and 1s
  
  Each 0 represents land, each 1 represents part of a river.
  A river conssits of any number of 1s that are either horizontally or vertically adjacent(but not diagonally adjacent).
  The number of adjacent 1s forming a river determines it's size.

  A river can twist. It doesn't have to be straight vertical line or straight horizontal line.
  It can be L-shaped, for example.

  Write a function that returns an array of the sizes of all rivers represented in the input matrix.
  The sizes don't need to be in any particular order

  Sample input:
            matrix = [
                [1, 0, 0, 1, 0],
                [1, 0, 1, 0, 0],
                [0, 0, 1, 0, 1],
                [1, 0, 1, 0, 1],
                [1, 0, 1, 1, 0],
               ]
*/

export function riverSizes(matrix: number[][]) {
    const visited: boolean[][] = Array(matrix.length).fill(false).map(() => Array(matrix[0].length).fill(false))

    const resp = [];
    for (let row = 0; row < matrix.length; row++) {
        for (let col = 0; col < matrix[0].length; col++) { 
            if (visited[row][col] || matrix[row][col] === 0) continue;

            const depth = calculateDepth(matrix, visited, row, col);
            resp.push(depth);
        }
    }
    return resp;
}

function calculateDepth(matrix: number[][], visited: boolean[][], row: number, col: number): number {
    if ((row < 0 || col < 0) || (row > matrix.length - 1 || col > matrix[0].length)) return 0;
    if (visited[row][col]) return 0;

    let depth = 0;

    if (matrix[row][col] === 1) {
        visited[row][col] = true;
        depth += 1;

        const down = calculateDepth(matrix, visited, row + 1, col)
        const left = calculateDepth(matrix, visited, row, col - 1)
        const right = calculateDepth(matrix, visited, row, col + 1)
        const up = calculateDepth(matrix, visited, row-1, col)

        depth = depth + down + left + right + up;
    } else { visited[row][col] = true };
    return depth;
}"
T0ieLAVC,Falske rykter,rabbnix,C++,Tuesday 25th of July 2023 07:24:20 AM CDT,"Til politiet, det ekte !!

Sørhellinga bruker forbudt teknologi mot folk de vil til livs.
Dvs:
Hvit lyd.
Infralyd.
Psykotroniske våpen.
Noe de kaller micronuke.
Lasere.
Store magneter.

De har visst skrudd sammen mye av den teknologien selv.

Modul basert.

De bruker mye av samme teknologi på en nedlagt avdeling på Ullevål sykehus. De får hjelp av storkjøkkenet....
 13-17.

Ligger rett bortenfor kiwi på området på Ullevål.

REDROOM.

Denne saken er så omfattende at jeg spyr av hele dritten. 

Noen i simondarres er desperate etter å få meg under torva! 

Snu dere andre naboer som ikke har noe med dette og gjøre.

Mange stygge falske rykter. 

Jeg er heterofil og alltid likt damer...

Aldri tro på rykter!

Mange liv er gått tapt sier teknologien. 


STOR SAK SOM MÅ OPPKLARES"
